Apron(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Apron(Clone)_Icon	pathID=5061
arrow	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=arrow	pathID=5076
arrow 1	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=arrow 1	pathID=4939
arrow 2	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=arrow 2	pathID=5102
Austin _Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Austin _Mugshot	pathID=5129
Avatar_Icon	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Avatar_Icon	pathID=5072
Background	32.0x32.0	border=(10.0,10.0,10.0,10.0)	ppu=200.0	tex=Background	pathID=4728
Baggie_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Baggie_Icon	pathID=4970
Banana__Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Banana__Icon	pathID=5116
BaseballBat_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=BaseballBat_Icon	pathID=4812
Battery__Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Battery__Icon	pathID=4799
Beanie_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Beanie_Icon	pathID=5115
Belt(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Belt(Clone)_Icon	pathID=4976
Benji_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Benji_Mugshot	pathID=5143
Beth_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Beth_Mugshot	pathID=4792
Billy_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Billy_Mugshot	pathID=4926
black-brick	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=black-brick	pathID=4764
Blank_Avatar_Icon	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Blank_Avatar_Icon	pathID=4805
Blazer_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Blazer_Icon	pathID=5079
Bomb_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Bomb_Icon	pathID=5126
Box in hand	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Box in hand	pathID=5127
Brad_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Brad_Mugshot	pathID=4915
BrickPress_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=BrickPress_Icon	pathID=5053
Bruce_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Bruce_Mugshot	pathID=4882
BucketHat(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=BucketHat(Clone)_Icon	pathID=5090
ButtonUp_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=ButtonUp_Icon	pathID=5051
ButtonUp_RolledIcon	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=ButtonUp_RolledIcon	pathID=4857
Cactus 1	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Cactus 1	pathID=5087
Cactus 2	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Cactus 2	pathID=5145
Cactus 3	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Cactus 3	pathID=4938
Cap(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Cap(Clone)_Icon	pathID=5001
cardinal-point	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=cardinal-point	pathID=5031
CargoPants_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CargoPants_Icon	pathID=4967
Carl_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Carl_Mugshot	pathID=5046
cash_front	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=cash_front	pathID=5050
cauldron	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=cauldron	pathID=5137
Cauldron_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Cauldron_Icon	pathID=4845
Champagne Bottle_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Champagne Bottle_Icon	pathID=4951
Charles_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Charles_Mugshot	pathID=5064
ChateauLaPeepee__Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=ChateauLaPeepee__Icon	pathID=4790
CheapPlasticPot_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CheapPlasticPot_Built_Icon	pathID=5009
CheapSkateboardVisual_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CheapSkateboardVisual_Icon	pathID=4966
ChefHat_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=ChefHat_Icon	pathID=4919
ChemistryStation_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=ChemistryStation_Built_Icon	pathID=5017
Chili__Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Chili__Icon	pathID=4848
Chloe_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Chloe_Mugshot	pathID=5122
Chris_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Chris_Mugshot	pathID=4841
Circle	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Circle	pathID=4945
Circle shade	128.0x128.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Circle shade	pathID=4932
cleaner	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=cleaner	pathID=5147
clock	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=clock	pathID=5111
Cloud 1	64.0x64.0	border=(0.0,0.0,0.0,0.0)	ppu=12.5	tex=Cloud 1	pathID=5130
Cloud 2	64.0x64.0	border=(0.0,0.0,0.0,0.0)	ppu=12.5	tex=Cloud 2	pathID=4794
Cloud 3	64.0x64.0	border=(0.0,0.0,0.0,0.0)	ppu=12.5	tex=Cloud 3	pathID=5058
cocaine icon (none)	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=cocaine icon (none)	pathID=4953
cocaine icon (none)	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=cocaine icon (none)	pathID=4894
CocaineBase__Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CocaineBase__Icon	pathID=5140
CocaLeaf_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CocaLeaf_Icon	pathID=4824
CocaSeed_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CocaSeed_Icon	pathID=4902
CoffeeTable_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CoffeeTable_Built_Icon	pathID=4829
CollarJacket_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CollarJacket_Icon	pathID=4991
CombatBoots(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CombatBoots(Clone)_Icon	pathID=4889
CowboyHat(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CowboyHat(Clone)_Icon	pathID=4782
Cross	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Cross	pathID=4922
CruiserVisual_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=CruiserVisual_Icon	pathID=5007
Cuke_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Cuke_Icon	pathID=4994
CustomUI_Spritesheet_64px_0	120.0x120.0	border=(20.0,20.0,20.0,20.0)	ppu=500.0	tex=CustomUI_Spritesheet_64px	pathID=5149
CustomUI_Spritesheet_64px_2	120.0x120.0	border=(48.0,48.0,48.0,48.0)	ppu=500.0	tex=CustomUI_Spritesheet_64px	pathID=5150
CustomUI_Spritesheet_64px_3	248.0x248.0	border=(92.0,92.0,92.0,92.0)	ppu=500.0	tex=CustomUI_Spritesheet_64px	pathID=5151
Dan_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Dan_Mugshot	pathID=4999
Day night shit	1024.0x1024.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Day night shit	pathID=4920
Dean_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Dean_Mugshot	pathID=4956
Dennis_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Dennis_Mugshot	pathID=5097
DesertMap	4096.0x4096.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=DesertMap	pathID=5128
discord	245.0x187.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=discord	pathID=4972
Display cabinet_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Display cabinet_Icon	pathID=4947
Donna_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Donna_Mugshot	pathID=4795
Donut_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Donut_Icon	pathID=4928
Doris_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Doris_Mugshot	pathID=4855
Doug_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Doug_Mugshot	pathID=4859
DressShoes(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=DressShoes(Clone)_Icon	pathID=4873
DryingRack_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=DryingRack_Built_Icon	pathID=5067
Dumpster_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Dumpster_Icon	pathID=4783
edit	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=edit	pathID=5083
Electric Trimmers Icon	1024.0x1024.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Electric Trimmers Icon	pathID=4930
Elizabeth_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Elizabeth_Mugshot	pathID=5003
EnergyDrink__Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=EnergyDrink__Icon	pathID=4844
Eugene_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Eugene_Mugshot	pathID=5010
ExclamationMark	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=ExclamationMark	pathID=5135
Extra wide key background	1024.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Extra wide key background	pathID=4733
ExtraLongLifeSoil_Stored_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=ExtraLongLifeSoil_Stored_Icon	pathID=4820
Fertilizer_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Fertilizer_Icon	pathID=4809
FilingCabinet_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=FilingCabinet_Built_Icon	pathID=4982
filter	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=filter	pathID=4962
FingerlessGloves_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=FingerlessGloves_Icon	pathID=5096
Fiona_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Fiona_Mugshot	pathID=4992
fire-flame	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=fire-flame	pathID=5118
Flannel_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Flannel_Icon	pathID=4768
Flashlight_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Flashlight_Icon	pathID=4898
Flask	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Flask	pathID=5113
FlatCap(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=FlatCap(Clone)_Icon	pathID=5108
Flats(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Flats(Clone)_Icon	pathID=4734
FloorLamp_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=FloorLamp_Icon	pathID=4745
FloorRack Icon	1024.0x1024.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=FloorRack Icon	pathID=4891
FluMedicine_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=FluMedicine_Icon	pathID=4901
Frank_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Frank_Mugshot	pathID=4732
FryingPan__Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=FryingPan__Icon	pathID=4832
FullSpectrumLight_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=FullSpectrumLight_Built_Icon	pathID=5114
FungalPhil_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=FungalPhil_Mugshot	pathID=4918
Garbage throne_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Garbage throne_Icon	pathID=4796
Gas mask	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Gas mask	pathID=4846
Gasoline_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Gasoline_Icon	pathID=4895
gear_icon	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=gear_icon	pathID=5069
Genghis_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Genghis_Mugshot	pathID=5106
George_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=George_Mugshot	pathID=5095
Geraldine_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Geraldine_Mugshot	pathID=5021
Gloves_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Gloves_Icon	pathID=4830
GoldBar__Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=GoldBar__Icon	pathID=4944
GoldChain(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=GoldChain(Clone)_Icon	pathID=4946
GoldenToilet_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=GoldenToilet_Built_Icon	pathID=5132
GoldSkateboardVisual_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=GoldSkateboardVisual_Icon	pathID=5088
GraffitiCleaner_Equippable_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=GraffitiCleaner_Equippable_Icon	pathID=5073
Grain Bag Icon	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Grain Bag Icon	pathID=4984
granddaddypurple icon (none)	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=granddaddypurple icon (none)	pathID=4858
GranddaddyPurpleSeed_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=GranddaddyPurpleSeed_Icon	pathID=5018
GrandfatherClock_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=GrandfatherClock_Built_Icon	pathID=5019
greencrack icon (none)	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=greencrack icon (none)	pathID=4971
GreenCrack_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=GreenCrack_Icon	pathID=5025
Greg_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Greg_Mugshot	pathID=5094
Ground 1	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Ground 1	pathID=4753
Ground 2	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Ground 2	pathID=4808
Ground 3	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Ground 3	pathID=5045
GrowTent_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=GrowTent_Built_Icon	pathID=5024
Guilloche	1024.0x683.0	border=(0.0,0.0,0.0,0.0)	ppu=34.13333	tex=Guilloche	pathID=4797
Guilloche inverted	1024.0x683.0	border=(0.0,0.0,0.0,0.0)	ppu=34.13333	tex=Guilloche inverted	pathID=4748
HalogenLight_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=HalogenLight_Icon	pathID=4791
handdrawn_line_horizontal	640.0x32.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=handdrawn_line_horizontal	pathID=4853
handshake	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=handshake	pathID=4923
Harold_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Harold_Mugshot	pathID=4814
Herbert_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Herbert_Mugshot	pathID=4927
hollowcircle thin	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=hollowcircle thin	pathID=4798
home	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=home	pathID=4769
Horizontal gradient	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Horizontal gradient	pathID=4860
HorseSemen__Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=HorseSemen__Icon	pathID=4773
information	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=information	pathID=5049
Input_SteamDeck_Spritesheet_2	64.0x64.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Input_SteamDeck_Spritesheet	pathID=5152
Input_SteamDeck_Spritesheet_31	64.0x64.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Input_SteamDeck_Spritesheet	pathID=4726
InputFieldBackground	32.0x32.0	border=(10.0,10.0,10.0,10.0)	ppu=200.0	tex=InputFieldBackground	pathID=4729
Iodine_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Iodine_Icon	pathID=5014
Irene_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Irene_Mugshot	pathID=4912
Jack_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Jack_Mugshot	pathID=4961
Jackie_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Jackie_Mugshot	pathID=5112
Jane_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Jane_Mugshot	pathID=5048
Jar_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Jar_Icon	pathID=4908
Javier_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Javier_Mugshot	pathID=4977
Jeans_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Jeans_Icon	pathID=4993
Jeff_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Jeff_Mugshot	pathID=5066
Jen_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Jen_Mugshot	pathID=4802
Jennifer_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Jennifer_Mugshot	pathID=4980
Jeremy_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Jeremy_Mugshot	pathID=5138
Jerry_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Jerry_Mugshot	pathID=4911
Jessi_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Jessi_Mugshot	pathID=4997
Joe_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Joe_Mugshot	pathID=5092
Jorts_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Jorts_Icon	pathID=4736
Joyce_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Joyce_Mugshot	pathID=4741
Jukebox_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=Jukebox_Built_Icon	pathID=4943
Karen_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Karen_Mugshot	pathID=5033
Kathy_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Kathy_Mugshot	pathID=5063
Keith_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Keith_Mugshot	pathID=5100
Kelly_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Kelly_Mugshot	pathID=5020
Kevin_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Kevin_Mugshot	pathID=4842
KevlarVest_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=KevlarVest_Icon	pathID=4816
Key background	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Key background	pathID=5080
Kim_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Kim_Mugshot	pathID=4823
Knob	40.0x40.0	border=(0.0,0.0,0.0,0.0)	ppu=200.0	tex=Knob	pathID=4730
Kyle_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Kyle_Mugshot	pathID=5054
LabOven_Built_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=LabOven_Built_Icon	pathID=4880
layer	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=layer	pathID=5091
LEDLight Icon	1024.0x1024.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=LEDLight Icon	pathID=4739
LegendSunglasses(Clone)_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=LegendSunglasses(Clone)_Icon	pathID=5139
Leo_Mugshot	512.0x512.0	border=(0.0,0.0,0.0,0.0)	ppu=100.0	tex=Leo_Mugshot	pathID=5026
LightweightSkateboardVisual_Icon	256.0x256.0	border=(0.0,0.0,0.0,0.0)	ppu=50.0	tex=LightweightSkateboardVisual_Icon	pathID=4821
